"","policy_number","claim_ultimate","claim_number"
"11103","C1AE00466703",62643.6419934174,"CR0060408295"
"11104","C1AE00466703",105214.893666861,"CR0079946943"
"11105","C1AE00913507",108882.836928263,"CR0042868093"
"11106","C1AE00913507",29451.6863429822,"CR0021055973"
"11107","C1AE00533922",23838.5912382294,"CR0038253737"
"11108","C1AE00533922",214862.005814994,"CR0030716539"
"11109","C1AE00533922",97690.3175319927,"CR0064776926"
"11110","C1AE00296271",48676.3408525616,"CR0063444126"
"11111","C1AE00296271",49211.9211294277,"CR0047410312"
"11112","C1AE00580027",47851.1804216643,"CR0074242612"
"11113","C1AE00817795",4274.88519365252,"CR0003544984"
"11114","C1AE00988196",21689.3701561187,"CR0073669093"
"11115","C1AE00988196",81944.3714261747,"CR0062712542"
"11116","C1AE00572801",58222.3564242785,"CR0088041854"
"11117","C1AE00572801",37082.5475361998,"CR0055772935"
"11118","C1AE00695228",12594.4290943764,"CR0008714058"
"11119","C1AE00695228",72800.8558513646,"CR0041748154"
"11120","C1AE00000846",5292.99604191619,"CR0028321165"
"11121","C1AE00164079",18130.1159912903,"CR0079600896"
"11122","C1AE00164079",18972.378905523,"CR0057650073"
"11123","C1AE00164079",100083.151873687,"CR0090612903"
"11124","C1AE00164079",389474.816660732,"CR0067747968"
"11125","C1AE00164079",80629.6552885027,"CR0049398884"
"11126","C1AE00753193",29118.8292469405,"CR0097890485"
"11127","C1AE00806203",150382.752134899,"CR0005861379"
"11128","C1AE00610351",165850.679803704,"CR0012656955"
"11129","C1AE00355357",71310.291039349,"CR0098255126"
"11130","C1AE00355357",116791.227743816,"CR0002707555"
"11131","C1AE00355357",71714.6207913859,"CR0062028305"
"11132","C1AE00437127",35366.6462914031,"CR0025283688"
"11133","C1AE00154596",17824.704220635,"CR0064243953"
"11134","C1AE00154596",52854.630696679,"CR0019639729"
"11135","C1AE00441001",42942.3000369788,"CR0092044593"
"11136","C1AE00234182",17959.3455484527,"CR0042592412"
"11137","C1AE00603076",49732.3759177656,"CR0050263654"
"11138","C1AE00603076",94284.3259188713,"CR0047271670"
"11139","C1AE00603076",32715.7225667419,"CR0099591556"
"11140","C1AE00523321",24807.5394614768,"CR0078753659"
"11141","C1AE00795862",508705.092941644,"CR0008839820"
"11142","C1AE00885243",84192.9818592394,"CR0049553113"
"11143","C1AE00527369",168058.570824168,"CR0072132964"
"11144","C1AE00874880",190661.101145192,"CR0032857384"
"11145","C1AE00874880",24978.635971288,"CR0069634656"
"11146","C1AE00874880",21863.2649423422,"CR0038245019"
"11147","C1AE00874880",24475.6771309167,"CR0058762229"
"11148","C1AE00874880",17602.5043512187,"CR0073014831"
"11149","C1AE00874880",53232.9693448219,"CR0002639047"
"11150","C1AE00874880",180123.956245214,"CR0066935699"
"11151","C1AE00874880",51612.8464478505,"CR0087334429"
"11152","C1AE00874880",22334.6300776138,"CR0024283735"
"11153","C1AE00874880",122116.073680588,"CR0028639737"
"11154","C1AE00874880",95496.2878577333,"CR0012834733"
"11155","C1AE00874880",267006.816513443,"CR0009615998"
"11156","C1AE00732990",10455.074793459,"CR0062644165"
"11157","C1AE00321571",220943.544006597,"CR0053381692"
"11158","C1AE00459267",21795.5424796765,"CR0018272630"
"11159","C1AE00604405",13402.5288878387,"CR0080367142"
"11160","C1AE00604405",103885.701288296,"CR0007757317"
"11161","C1AE00520319",318506.623000876,"CR0041549890"
"11162","C1AE00789661",739740.513555665,"CR0088255853"
"11163","C1AE00940959",224877.860883621,"CR0007515058"
"11164","C1AE00312652",50459.2800760456,"CR0089214685"
"11165","C1AE00312652",77852.7853757914,"CR0018454918"
"11166","C1AE00474231",44377.9786969666,"CR0008981199"
"11167","C1AE00360008",444775.827851483,"CR0040532549"
"11168","C1AE00067766",77982.6389669125,"CR0009213201"
"11169","C1AE00186979",18949.8085384077,"CR0002698360"
"11170","C1AE00476097",52386.2132625453,"CR0041124789"
"11171","C1AE00136605",149604.964564847,"CR0041684986"
"11172","C1AE00149334",47044.6426972525,"CR0020293345"
"11173","C1AE00149334",21969.0235373589,"CR0008753686"
"11174","C1AE00080802",291225.883375395,"CR0024443197"
"11175","C1AE00080802",148139.972045627,"CR0093518854"
"11176","C1AE00080802",18321.1521278763,"CR0050992482"
"11177","C1AE00839098",164558.278291388,"CR0042511784"
"11178","C1AE00750908",50155.9276068017,"CR0032576954"
"11179","C1AE00173255",48938.5808315432,"CR0020573337"
"11180","C1AE00080636",17687.1017044174,"CR0003575286"
"11181","C1AE00080636",14965.3668692129,"CR0014944572"
"11182","C1AE00080636",20423.2298268764,"CR0009997908"
"11183","C1AE00203725",57361.4613818412,"CR0056172678"
"11184","C1AE00082891",69701.8714004733,"CR0017092025"
"11185","C1AE00887321",86532.3548927981,"CR0039163222"
"11186","C1AE00887321",33773.8823749106,"CR0070850418"
"11187","C1AE00887321",44282.8630508574,"CR0054405644"
"11188","C1AE00909455",142089.29482523,"CR0028677857"
"11189","C1AE00909455",84023.3494595774,"CR0035662835"
"11190","C1AE00517579",38838.0772096005,"CR0085717216"
"11191","C1AE00588155",51174.693858841,"CR0098978904"
"11192","C1AE00185233",53777.8520634049,"CR0049095840"
"11193","C1AE00089805",238716.584254167,"CR0091690101"
"11194","C1AE00990291",178174.387135136,"CR0016603218"
"11195","C1AE00990291",695812.957912046,"CR0077732884"
"11196","C1AE00518767",155675.585081103,"CR0096582221"
"11197","C1AE00670173",39191.3701232627,"CR0068057278"
"11198","C1AE00670173",42504.3686319075,"CR0026589852"
"11199","C1AE00670173",142503.495525457,"CR0051927942"
"11200","C1AE00323387",30365.8856352455,"CR0015240315"
"11201","C1AE00323387",84156.1487560393,"CR0083114249"
"11202","C1AE00924122",26311.379744725,"CR0009100493"
"11203","C1AE00924122",23766.1788681331,"CR0011525136"
"11204","C1AE00754475",27219.9842568608,"CR0024992600"
"11205","C1AE00754475",62257.008986941,"CR0029577514"
"11206","C1AE00577057",66933.6955237775,"CR0050853027"
"11207","C1AE00577057",85106.350717274,"CR0059674930"
"11208","C1AE00304838",5659.3488960728,"CR0071342812"
"11209","C1AE00304838",130965.789555704,"CR0020940644"
"11210","C1AE00304838",14081.056738449,"CR0075071458"
"11211","C1AE00504231",72448.6552666444,"CR0055112829"
"11212","C1AE00351448",24623.6891278148,"CR0055660393"
"11213","C1AE00351448",55981.0129990572,"CR0060089418"
"11214","C1AE00351448",32471.4998432943,"CR0059985882"
"11215","C1AE00351448",85546.9011438556,"CR0046419838"
"11216","C1AE00570688",9783.96546549202,"CR0095664998"
"11217","C1AE00519251",50774.8734916129,"CR0090023091"
"11218","C1AE00382172",143379.358160509,"CR0053169187"
"11219","C1AE00631076",60679.593043101,"CR0083313444"
"11220","C1AE00631076",74894.9615139871,"CR0040882618"
"11221","C1AE00360422",31810.6270629005,"CR0080400607"
"11222","C1AE00360422",60048.8305883605,"CR0015545429"
"11223","C1AE00360422",62636.1863078004,"CR0070517045"
"11224","C1AE00488446",34761.6552200475,"CR0074132256"
"11225","C1AE00488446",10400.2950461733,"CR0049575380"
"11226","C1AE00488446",35643.1628327594,"CR0091432909"
"11227","C1AE00401959",49541.1293257902,"CR0028518921"
"11228","C1AE00535140",10657.3526278443,"CR0020057355"
"11229","C1AE00535140",13590.6902111377,"CR0083415102"
"11230","C1AE00535140",107964.526637551,"CR0081328749"
"11231","C1AE00352000",32435.1726829568,"CR0077866408"
"11232","C1AE00352000",15518.8052230965,"CR0004898144"
"11233","C1AE00352000",12341.0157665735,"CR0063458315"
"11234","C1AE00352000",76055.7342455742,"CR0046754529"
"11235","C1AE00778101",23589.2694200712,"CR0018971421"
"11236","C1AE00238738",320886.862832688,"CR0090370225"
"11237","C1AE00571428",107820.836894005,"CR0068999281"
"11238","C1AE00124372",37818.9639697764,"CR0054602299"
"11239","C1AE00124372",40167.463943516,"CR0063611110"
"11240","C1AE00311757",200842.604047026,"CR0065247256"
"11241","C1AE00311757",23029.0783826737,"CR0066814246"
"11242","C1AE00311757",58053.8372050754,"CR0099125514"
"11243","C1AE00311757",99802.5431538093,"CR0070864075"
"11244","C1AE00311757",29424.392672497,"CR0055232154"
"11245","C1AE00311757",114043.419200671,"CR0045173292"
"11246","C1AE00311757",39962.5283886208,"CR0070882884"
"11247","C1AE00308282",19361.8323075932,"CR0015931033"
"11248","C1AE00118689",93780.9987735052,"CR0015979914"
"11249","C1AE00079636",23585.0160919046,"CR0022787376"
"11250","C1AE00079636",6209.3281552626,"CR0099242721"
"11251","C1AE00997622",80192.376119028,"CR0068314735"
"11252","C1AE00296337",90029.3266975298,"CR0039058461"
"11253","C1AE00652489",30505.5413542907,"CR0040558320"
"11254","C1AE00652489",26725.4210402097,"CR0067925360"
"11255","C1AE00652489",22125.0929758115,"CR0067439974"
"11256","C1AE00652489",133614.929550963,"CR0078349820"
"11257","C1AE00652489",25675.0359294142,"CR0075123683"
"11258","C1AE00652489",446282.578261539,"CR0053545714"
"11259","C1AE00652489",151837.401916878,"CR0018074048"
"11260","C1AE00726741",8913.15260203414,"CR0004560386"
"11261","C1AE00171927",60723.7817659032,"CR0082140113"
"11262","C1AE00171927",7569.22742853319,"CR0028494159"
"11263","C1AE00333707",61726.5668471938,"CR0035220817"
"11264","C1AE00832809",29452.8800322408,"CR0046820216"
"11265","C1AE00991196",100075.466164441,"CR0018778003"
"11266","C1AE00032039",82880.1336618287,"CR0052483025"
"11267","C1AE00032039",237284.220924409,"CR0038822704"
"11268","C1AE00032039",30374.9934923211,"CR0011633861"
"11269","C1AE00032039",246426.433785976,"CR0066909033"
"11270","C1AE00032039",91481.8422063778,"CR0007578122"
"11271","C1AE00032039",13661.0596039377,"CR0039506628"
"11272","C1AE00032039",23928.1172400175,"CR0073094715"
"11273","C1AE00032039",173262.198131011,"CR0053171290"
"11274","C1AE00032039",148843.208618235,"CR0096157089"
"11275","C1AE00712611",45269.853042284,"CR0093128153"
"11276","C1AE00712611",174534.33228698,"CR0031562059"
"11277","C1AE00796728",80268.1254983759,"CR0051202610"
"11278","C1AE00796728",12339.9417931996,"CR0040644246"
"11279","C1AE00796728",11104.2787165498,"CR0043568084"
"11280","C1AE00386404",9142.74951154739,"CR0034602213"
"11281","C1AE00386404",42747.9333845425,"CR0019130805"
"11282","C1AE00386404",119133.109190043,"CR0011264351"
"11283","C1AE00386404",44952.1979872482,"CR0012344500"
"11284","C1AE00386404",9730.9437678383,"CR0090114039"
"11285","C1AE00260352",99484.8508410798,"CR0033495201"
"11286","C1AE00804229",62372.086903126,"CR0046817423"
"11287","C1AE00804229",52088.5860592879,"CR0082615475"
"11288","C1AE00442753",98643.6237852291,"CR0065279648"
"11289","C1AE00998401",115331.60575581,"CR0099066447"
"11290","C1AE00965095",38932.3055990628,"CR0013773778"
"11291","C1AE00965095",53545.5234998305,"CR0034507056"
"11292","C1AE00965095",29831.9832513212,"CR0055202193"
"11293","C1AE00385932",297964.479041774,"CR0045883071"
"11294","C1AE00385932",213596.172599804,"CR0053254110"
"11295","C1AE00385932",56604.2596815906,"CR0091066688"
"11296","C1AE00385932",83551.8034102491,"CR0042383080"
"11297","C1AE00385932",30486.4158271781,"CR0067940764"
"11298","C1AE00385932",155237.138434312,"CR0090525220"
"11299","C1AE00385932",43005.5260651533,"CR0062955654"
"11300","C1AE00385932",18229.2388147615,"CR0095918643"
"11301","C1AE00385932",96813.4908630492,"CR0095862301"
"11302","C1AE00116521",19931.3452889431,"CR0085956578"
"11303","C1AE00764188",54300.719872996,"CR0012222109"
"11304","C1AE00768380",26621.1899867377,"CR0084166721"
"11305","C1AE00581928",436773.092294641,"CR0050991911"
"11306","C1AE00241909",3204.7989510117,"CR0080616535"
"11307","C1AE00078051",702017.653372793,"CR0069300410"
"11308","C1AE00078051",37812.9884033526,"CR0013339928"
"11309","C1AE00078051",120230.965833778,"CR0039896300"
"11310","C1AE00061773",62195.4156805394,"CR0094468485"
"11311","C1AE00698354",78051.8085833295,"CR0061017507"
"11312","C1AE00698354",253417.585862761,"CR0022655301"
"11313","C1AE00698354",46986.4243542671,"CR0007633659"
"11314","C1AE00698354",19330.8761004768,"CR0062540335"
"11315","C1AE00335633",65907.1500214707,"CR0003234702"
"11316","C1AE00568542",40880.756116688,"CR0078356148"
"11317","C1AE00133960",20364.0472754206,"CR0097686216"
"11318","C1AE00133960",55413.1130753919,"CR0020717729"
"11319","C1AE00240902",26987.9470465476,"CR0027077063"
"11320","C1AE00240902",39193.8367426582,"CR0009266409"
"11321","C1AE00292214",108274.697557,"CR0024656261"
"11322","C1AE00292214",18807.2427613502,"CR0097082340"
"11323","C1AE00292214",130216.038123288,"CR0051661175"
"11324","C1AE00292214",62111.9978710001,"CR0029827710"
"11325","C1AE00292214",222586.008766962,"CR0061526985"
"11326","C1AE00292214",72453.0243333206,"CR0065018311"
"11327","C1AE00545355",198987.185579048,"CR0074493089"
"11328","C1AE00539329",152382.225996958,"CR0041863315"
"11329","C1AE00727699",30398.2688757958,"CR0044633068"
"11330","C1AE00415749",63139.6305469869,"CR0071249252"
"11331","C1AE00510600",73729.7667210399,"CR0000092594"
"11332","C1AE00371688",43984.0732888753,"CR0038895039"
"11333","C1AE00009962",78835.9882536162,"CR0038331971"
"11334","C1AE00009962",4900.68524706631,"CR0008162750"
"11335","C1AE00830177",13765.2466856685,"CR0034415310"
"11336","C1AE00830177",35982.675320703,"CR0057065049"
"11337","C1AE00830177",26254.805365799,"CR0003257842"
"11338","C1AE00830177",32906.7286180672,"CR0093902701"
"11339","C1AE00113705",132650.713710923,"CR0091570820"
"11340","C1AE00259530",15207.7481699753,"CR0090058808"
"11341","C1AE00259530",139435.713904375,"CR0044203159"
"11342","C1AE00259530",89606.6592910581,"CR0044687252"
"11343","C1AE00259530",45136.1869531958,"CR0014278225"
"11344","C1AE00992231",19038.6446863215,"CR0025664672"
"11345","C1AE00393887",98198.2857793981,"CR0061885732"
"11346","C1AE00499161",54218.7763935434,"CR0034616057"
"11347","C1AE00406659",46039.8994967571,"CR0022425947"
"11348","C1AE00721050",317871.149563248,"CR0064721835"
"11349","C1AE00721050",35817.8841590835,"CR0047339061"
"11350","C1AE00721050",87719.7975974909,"CR0041825821"
"11351","C1AE00721050",89474.5684836474,"CR0024427299"
"11352","C1AE00721050",26108.7797002073,"CR0001144700"
"11353","C1AE00521791",8760.27606855112,"CR0078212304"
"11354","C1AE00521791",30700.4096487443,"CR0089791417"
"11355","C1AE00774175",22315.4169937459,"CR0060464050"
"11356","C1AE00718324",51145.376370946,"CR0093298324"
"11357","C1AE00374221",18005.2696482834,"CR0096810016"
"11358","C1AE00980206",200071.790372864,"CR0072855953"
"11359","C1AE00749399",27270.2466685362,"CR0099336233"
"11360","C1AE00749399",20718.5266559346,"CR0038098668"
"11361","C1AE00308273",20781.1591350613,"CR0067502667"
"11362","C1AE00158738",97044.2884596826,"CR0068768005"
"11363","C1AE00145247",19130.4204856892,"CR0029601101"
"11364","C1AE00274339",30958.3939730958,"CR0063547644"
"11365","C1AE00644482",35778.7337417312,"CR0073273374"
"11366","C1AE00644482",99218.9504702043,"CR0070700647"
"11367","C1AE00644482",3802.58528110386,"CR0040966969"
"11368","C1AE00089925",32471.9757345971,"CR0013381835"
"11369","C1AE00863451",85214.372595751,"CR0019354368"
"11370","C1AE00735927",81661.3693894868,"CR0084511996"
"11371","C1AE00735927",87564.0922023885,"CR0009634121"
"11372","C1AE00735927",24866.589929856,"CR0090802594"
"11373","C1AE00372157",67215.3566385497,"CR0000657673"
"11374","C1AE00005331",61127.352150565,"CR0067655850"
"11375","C1AE00005331",24705.2138851344,"CR0050300678"
"11376","C1AE00333624",19919.0842336821,"CR0015132712"
"11377","C1AE00643065",23320.6429081143,"CR0008092742"
"11378","C1AE00643065",55863.798064024,"CR0071765260"
"11379","C1AE00460716",41608.4978531169,"CR0013212484"
"11380","C1AE00141244",87546.388486872,"CR0066094468"
"11381","C1AE00478940",19657.123526853,"CR0060793977"
"11382","C1AE00967675",85332.747255176,"CR0019042706"
"11383","C1AE00928371",57446.2118943027,"CR0077092661"
"11384","C1AE00678634",61528.2576207515,"CR0046067362"
"11385","C1AE00154148",278136.915289107,"CR0059313955"
"11386","C1AE00154148",228454.782855781,"CR0067014643"
"11387","C1AE00888974",62462.3325099187,"CR0095861917"
"11388","C1AE00429324",122067.756235298,"CR0091378450"
"11389","C1AE00429324",117933.456750207,"CR0072212477"
"11390","C1AE00788529",37033.5039092273,"CR0089847552"
"11391","C1AE00721381",12820.7023586354,"CR0013566766"
"11392","C1AE00577963",9343.58531750672,"CR0040649465"
"11393","C1AE00607044",187486.727578366,"CR0092514033"
"11394","C1AE00618975",48941.1233593703,"CR0003662660"
"11395","C1AE00443946",72803.8685295727,"CR0093435945"
"11396","C1AE00443946",448753.910181381,"CR0012013739"
"11397","C1AE00443946",66118.7013910596,"CR0077320231"
"11398","C1AE00443946",319703.586341722,"CR0069425844"
"11399","C1AE00071908",827611.777229573,"CR0069223394"
"11400","C1AE00071908",892710.205588827,"CR0070044791"
"11401","C1AE00071908",28134.5101862055,"CR0090512425"
"11402","C1AE00071908",26901.9805876303,"CR0063476310"
"11403","C1AE00071908",1738593.97562603,"CR0035607840"
"11404","C1AE00572630",98035.0567838926,"CR0079152338"
"11405","C1AE00834900",49188.1355564842,"CR0085719750"
"11406","C1AE00635691",11874.2562482403,"CR0062325570"
"11407","C1AE00248945",73439.0801402973,"CR0025146649"
"11408","C1AE00660865",47896.5223209966,"CR0061169693"
"11409","C1AE00660865",135149.563018513,"CR0048331466"
"11410","C1AE00631071",51328.2774445403,"CR0013334017"
"11411","C1AE00631071",39880.6984338909,"CR0033736885"
"11412","C1AE00631071",18412.2826616921,"CR0084918934"
"11413","C1AE00631071",42881.123143399,"CR0022735633"
"11414","C1AE00631071",109943.547836903,"CR0093739977"
"11415","C1AE00631071",25827.777483317,"CR0064806992"
"11416","C1AE00631071",91740.846954017,"CR0013072738"
"11417","C1AE00631071",44963.7069086719,"CR0030180861"
"11418","C1AE00775319",87121.1116876495,"CR0075056481"
"11419","C1AE00775319",23980.9410384868,"CR0095812217"
"11420","C1AE00775319",16998.7821661016,"CR0083487567"
