"","policy_number","inception","expiration"
"74866","C1AE00069989","201608","201708"
"74867","C1AE00004680","201607","201707"
"74868","C1AE00942283","201211","201311"
"74869","C1AE00014175","201202","201302"
"74870","C1AE00469582","201005","201105"
"74871","C1AE00735735","201602","201702"
"74872","C1AE00627421","201204","201304"
"74873","C1AE00383293","201211","201311"
"74874","C1AE00304212","201609","201709"
"74875","C1AE00509129","201111","201211"
"74876","C1AE00372890","201612","201712"
"74877","C1AE00095813","201210","201310"
"74878","C1AE00118745","201412","201512"
"74879","C1AE00987774","201101","201201"
"74880","C1AE00793618","200809","200909"
"74881","C1AE00397334","201112","201212"
"74882","C1AE00903580","201303","201403"
"74883","C1AE00937186","201612","201712"
"74884","C1AE00810578","201001","201101"
"74885","C1AE00503329","201305","201405"
"74886","C1AE00612814","200909","201009"
"74887","C1AE00286006","201210","201310"
"74888","C1AE00475986","201206","201306"
"74889","C1AE00717432","201112","201212"
"74890","C1AE00555419","201311","201411"
"74891","C1AE00032285","201401","201501"
"74892","C1AE00029550","201205","201305"
"74893","C1AE00511628","201603","201703"
"74894","C1AE00872979","201507","201607"
"74895","C1AE00582158","201601","201701"
"74896","C1AE00237293","201104","201204"
"74897","C1AE00555624","201411","201511"
"74898","C1AE00425041","201306","201406"
"74899","C1AE00739783","201407","201507"
"74900","C1AE00732493","201006","201106"
"74901","C1AE00608586","201502","201602"
"74902","C1AE00995297","201006","201106"
"74903","C1AE00095301","201012","201112"
"74904","C1AE00110885","201111","201211"
"74905","C1AE00709438","201204","201304"
"74906","C1AE00933560","201510","201610"
"74907","C1AE00087409","201607","201707"
"74908","C1AE00864950","200908","201008"
"74909","C1AE00772780","200702","200802"
"74910","C1AE00116284","201004","201104"
"74911","C1AE00581626","200908","201008"
"74912","C1AE00733111","201411","201511"
"74913","C1AE00984631","201402","201502"
"74914","C1AE00092434","201309","201409"
"74915","C1AE00748077","201010","201110"
"74916","C1AE00120521","201412","201512"
"74917","C1AE00466703","201110","201210"
"74918","C1AE00432789","201102","201202"
"74919","C1AE00913507","200705","200805"
"74920","C1AE00938638","201105","201205"
"74921","C1AE00106454","201306","201406"
"74922","C1AE00428318","201406","201506"
"74923","C1AE00294059","201606","201706"
"74924","C1AE00994030","201503","201603"
"74925","C1AE00659789","200808","200908"
"74926","C1AE00952040","201302","201402"
"74927","C1AE00688456","201101","201201"
"74928","C1AE00787776","201510","201610"
"74929","C1AE00005376","201206","201306"
"74930","C1AE00441417","201009","201109"
"74931","C1AE00575572","201605","201705"
"74932","C1AE00807980","201205","201305"
"74933","C1AE00006084","200808","200908"
"74934","C1AE00371657","201504","201604"
"74935","C1AE00538012","201506","201606"
"74936","C1AE00533922","201504","201604"
"74937","C1AE00269957","200908","201008"
"74938","C1AE00726189","201611","201711"
"74939","C1AE00183246","200811","200911"
"74940","C1AE00750529","201102","201202"
"74941","C1AE00510893","201607","201707"
"74942","C1AE00513259","201401","201501"
"74943","C1AE00429327","201609","201709"
"74944","C1AE00948687","201403","201503"
"74945","C1AE00133551","201601","201701"
"74946","C1AE00676923","200711","200811"
"74947","C1AE00773820","201307","201407"
"74948","C1AE00046445","201507","201607"
"74949","C1AE00391295","201101","201201"
"74950","C1AE00898694","201509","201609"
"74951","C1AE00296271","201002","201102"
"74952","C1AE00580027","201002","201102"
"74953","C1AE00533692","201202","201302"
"74954","C1AE00039378","200702","200802"
"74955","C1AE00764767","201112","201212"
"74956","C1AE00642620","201208","201308"
"74957","C1AE00794155","201405","201505"
"74958","C1AE00857979","201103","201203"
"74959","C1AE00169593","201204","201304"
"74960","C1AE00400980","201410","201510"
"74961","C1AE00009239","201401","201501"
"74962","C1AE00618738","201012","201112"
"74963","C1AE00817795","201605","201705"
"74964","C1AE00361046","201606","201706"
"74965","C1AE00988196","201005","201105"
"74966","C1AE00031054","201307","201407"
"74967","C1AE00863866","201105","201205"
"74968","C1AE00675562","200904","201004"
"74969","C1AE00873776","201603","201703"
"74970","C1AE00600555","201302","201402"
"74971","C1AE00057903","201603","201703"
"74972","C1AE00726324","201202","201302"
"74973","C1AE00646491","201307","201407"
"74974","C1AE00191316","201502","201602"
"74975","C1AE00507356","201501","201601"
"74976","C1AE00294763","201511","201611"
"74977","C1AE00041011","201411","201511"
"74978","C1AE00078308","201211","201311"
"74979","C1AE00546275","201203","201303"
"74980","C1AE00506829","200912","201012"
"74981","C1AE00675181","201309","201409"
"74982","C1AE00430332","200907","201007"
"74983","C1AE00794318","201612","201712"
"74984","C1AE00273513","201207","201307"
"74985","C1AE00875791","201410","201510"
"74986","C1AE00572801","201301","201401"
"74987","C1AE00540015","201303","201403"
"74988","C1AE00876478","200812","200912"
"74989","C1AE00536360","201502","201602"
"74990","C1AE00342589","201507","201607"
"74991","C1AE00695228","201407","201507"
"74992","C1AE00015617","201007","201107"
"74993","C1AE00693792","201103","201203"
"74994","C1AE00528477","201504","201604"
"74995","C1AE00623933","201104","201204"
"74996","C1AE00280763","201509","201609"
"74997","C1AE00266489","200907","201007"
"74998","C1AE00934604","201105","201205"
"74999","C1AE00760071","201102","201202"
"75000","C1AE00610901","201401","201501"
"75001","C1AE00451040","201510","201610"
"75002","C1AE00361234","201110","201210"
"75003","C1AE00341348","201103","201203"
"75004","C1AE00000846","201108","201208"
"75005","C1AE00401973","201503","201603"
"75006","C1AE00532032","200703","200803"
"75007","C1AE00137424","201407","201507"
"75008","C1AE00283671","201202","201302"
"75009","C1AE00272205","200709","200809"
"75010","C1AE00960805","201302","201402"
"75011","C1AE00429707","200812","200912"
"75012","C1AE00985807","201508","201608"
"75013","C1AE00170470","201106","201206"
"75014","C1AE00286313","201510","201610"
"75015","C1AE00164079","201311","201411"
"75016","C1AE00638186","201010","201110"
"75017","C1AE00553803","200904","201004"
"75018","C1AE00124940","201107","201207"
"75019","C1AE00467490","201304","201404"
"75020","C1AE00655938","200912","201012"
"75021","C1AE00058559","201003","201103"
"75022","C1AE00545399","200812","200912"
"75023","C1AE00568705","201404","201504"
"75024","C1AE00536958","201011","201111"
"75025","C1AE00799012","201409","201509"
"75026","C1AE00812409","201012","201112"
"75027","C1AE00164005","201111","201211"
"75028","C1AE00891391","201404","201504"
"75029","C1AE00429245","201506","201606"
"75030","C1AE00821553","201001","201101"
"75031","C1AE00058746","200811","200911"
"75032","C1AE00190214","201603","201703"
"75033","C1AE00890265","201311","201411"
"75034","C1AE00003689","201605","201705"
"75035","C1AE00473532","201510","201610"
"75036","C1AE00928366","201611","201711"
"75037","C1AE00552601","201012","201112"
"75038","C1AE00557129","201601","201701"
"75039","C1AE00673161","201112","201212"
"75040","C1AE00392264","201611","201711"
"75041","C1AE00501365","201309","201409"
"75042","C1AE00112453","201107","201207"
"75043","C1AE00244834","201412","201512"
"75044","C1AE00380650","201505","201605"
"75045","C1AE00919399","201508","201608"
"75046","C1AE00753193","201603","201703"
"75047","C1AE00070514","201608","201708"
"75048","C1AE00102710","201003","201103"
"75049","C1AE00291572","201608","201708"
"75050","C1AE00422719","201404","201504"
"75051","C1AE00806203","201506","201606"
"75052","C1AE00493095","201010","201110"
"75053","C1AE00610351","201104","201204"
"75054","C1AE00355357","201101","201201"
"75055","C1AE00539353","201111","201211"
"75056","C1AE00926347","201201","201301"
"75057","C1AE00070449","201111","201211"
"75058","C1AE00813121","201003","201103"
"75059","C1AE00393912","201407","201507"
"75060","C1AE00902232","201205","201305"
"75061","C1AE00716963","200806","200906"
"75062","C1AE00905104","201204","201304"
"75063","C1AE00013352","201211","201311"
"75064","C1AE00448267","201512","201612"
"75065","C1AE00046905","201104","201204"
"75066","C1AE00441763","201104","201204"
"75067","C1AE00948840","201401","201501"
"75068","C1AE00495626","201505","201605"
"75069","C1AE00182481","201106","201206"
"75070","C1AE00337222","201006","201106"
"75071","C1AE00769058","201102","201202"
"75072","C1AE00604937","201407","201507"
"75073","C1AE00040198","201011","201111"
"75074","C1AE00334780","201002","201102"
"75075","C1AE00376075","201407","201507"
"75076","C1AE00320020","201111","201211"
"75077","C1AE00361601","201509","201609"
"75078","C1AE00951203","200901","201001"
"75079","C1AE00444133","201209","201309"
"75080","C1AE00867019","201312","201412"
"75081","C1AE00679444","201303","201403"
"75082","C1AE00322268","200911","201011"
"75083","C1AE00158613","201305","201405"
"75084","C1AE00572366","201012","201112"
"75085","C1AE00534556","201602","201702"
"75086","C1AE00785993","200905","201005"
"75087","C1AE00637203","201105","201205"
"75088","C1AE00437127","201604","201704"
"75089","C1AE00405895","201201","201301"
"75090","C1AE00526298","201104","201204"
"75091","C1AE00382407","201505","201605"
"75092","C1AE00154596","201202","201302"
"75093","C1AE00329035","201609","201709"
"75094","C1AE00698722","201202","201302"
"75095","C1AE00987640","201506","201606"
"75096","C1AE00262666","201204","201304"
"75097","C1AE00914061","201012","201112"
"75098","C1AE00303017","200908","201008"
"75099","C1AE00083282","201209","201309"
"75100","C1AE00940992","200809","200909"
"75101","C1AE00349190","201002","201102"
"75102","C1AE00318975","201101","201201"
"75103","C1AE00067456","200811","200911"
"75104","C1AE00817528","200902","201002"
"75105","C1AE00769202","200804","200904"
"75106","C1AE00673270","201405","201505"
"75107","C1AE00958953","201403","201503"
"75108","C1AE00824901","201106","201206"
"75109","C1AE00134761","201002","201102"
"75110","C1AE00190424","201509","201609"
"75111","C1AE00071741","201206","201306"
"75112","C1AE00743636","201202","201302"
"75113","C1AE00290775","201509","201609"
"75114","C1AE00298581","201506","201606"
"75115","C1AE00769543","201505","201605"
"75116","C1AE00177011","200706","200806"
"75117","C1AE00590201","201612","201712"
"75118","C1AE00388684","201603","201703"
"75119","C1AE00610992","201404","201504"
"75120","C1AE00403045","200907","201007"
"75121","C1AE00233014","201009","201109"
"75122","C1AE00626289","201407","201507"
"75123","C1AE00558344","201111","201211"
"75124","C1AE00766215","201309","201409"
"75125","C1AE00622902","200904","201004"
"75126","C1AE00844976","201404","201504"
"75127","C1AE00388057","201410","201510"
"75128","C1AE00962431","201310","201410"
"75129","C1AE00942063","201109","201209"
"75130","C1AE00391566","201109","201209"
"75131","C1AE00140545","201301","201401"
"75132","C1AE00880004","200903","201003"
"75133","C1AE00306174","201012","201112"
"75134","C1AE00676117","201204","201304"
"75135","C1AE00856452","201001","201101"
"75136","C1AE00692824","201501","201601"
"75137","C1AE00671009","201109","201209"
"75138","C1AE00910449","201112","201212"
"75139","C1AE00719973","201605","201705"
"75140","C1AE00703618","201612","201712"
"75141","C1AE00138930","201403","201503"
"75142","C1AE00817407","200906","201006"
"75143","C1AE00472807","201204","201304"
"75144","C1AE00159487","201203","201303"
"75145","C1AE00520406","201101","201201"
"75146","C1AE00905098","201101","201201"
"75147","C1AE00540150","201404","201504"
"75148","C1AE00868625","201012","201112"
"75149","C1AE00584404","201402","201502"
"75150","C1AE00776880","201009","201109"
"75151","C1AE00450146","201506","201606"
"75152","C1AE00974670","200804","200904"
"75153","C1AE00883455","201103","201203"
"75154","C1AE00665963","201606","201706"
"75155","C1AE00092106","201409","201509"
"75156","C1AE00644630","200709","200809"
"75157","C1AE00403368","201604","201704"
"75158","C1AE00332710","201608","201708"
"75159","C1AE00864704","201102","201202"
"75160","C1AE00172698","201302","201402"
"75161","C1AE00343918","201506","201606"
"75162","C1AE00228588","201207","201307"
"75163","C1AE00441001","201408","201508"
"75164","C1AE00234182","201312","201412"
"75165","C1AE00360226","200909","201009"
"75166","C1AE00703847","201601","201701"
"75167","C1AE00476061","201605","201705"
"75168","C1AE00574737","201408","201508"
"75169","C1AE00955305","201502","201602"
"75170","C1AE00799803","201107","201207"
"75171","C1AE00009378","201406","201506"
"75172","C1AE00360627","201401","201501"
"75173","C1AE00781860","200702","200802"
"75174","C1AE00245231","201201","201301"
"75175","C1AE00554833","201204","201304"
"75176","C1AE00337244","201301","201401"
"75177","C1AE00565560","200809","200909"
"75178","C1AE00104815","200909","201009"
"75179","C1AE00603076","201401","201501"
"75180","C1AE00936835","201011","201111"
"75181","C1AE00724173","201301","201401"
"75182","C1AE00851254","201201","201301"
"75183","C1AE00523321","201602","201702"
"75184","C1AE00685288","201510","201610"
"75185","C1AE00806461","200909","201009"
"75186","C1AE00421410","201304","201404"
"75187","C1AE00619892","200702","200802"
"75188","C1AE00241959","201502","201602"
"75189","C1AE00375029","200706","200806"
"75190","C1AE00795862","201203","201303"
"75191","C1AE00969236","201008","201108"
"75192","C1AE00165262","200909","201009"
"75193","C1AE00392558","201305","201405"
"75194","C1AE00866649","201603","201703"
"75195","C1AE00330368","200809","200909"
"75196","C1AE00715122","201001","201101"
"75197","C1AE00802835","201206","201306"
"75198","C1AE00374047","201106","201206"
"75199","C1AE00753992","201609","201709"
"75200","C1AE00947706","201511","201611"
"75201","C1AE00885243","200907","201007"
